ppID,runIdx,trialIdx,trialCode,trialOnset,trialDuration,eyeX,eyeY,timestamp
pilot,1,1,3,0,3.015265526,1057.599976,538.7000122,0.725764275
pilot,1,1,3,0,3.015265526,1073.400024,538,0.742432708
pilot,1,1,3,0,3.015265526,1046.900024,507.8999939,0.759077283
pilot,1,1,3,0,3.015265526,1025.800049,527.2999878,0.775760419
pilot,1,1,3,0,3.015265526,966.5,510.2999878,0.792430239
pilot,1,1,3,0,3.015265526,959.7999878,522.2000122,0.809082581
pilot,1,1,3,0,3.015265526,972.0999756,518.7999878,0.825765995
pilot,1,1,3,0,3.015265526,960,509.3999939,0.842407518
pilot,1,1,3,0,3.015265526,968.2999878,502.7000122,0.859070958
pilot,1,1,3,0,3.015265526,970.5,518.2000122,0.875741332
pilot,1,1,3,0,3.015265526,969,502.7000122,0.892416978
pilot,1,1,3,0,3.015265526,967.2999878,510.1000061,0.909077921
pilot,1,1,3,0,3.015265526,966.5,511.2000122,0.925753844
pilot,1,1,3,0,3.015265526,975.9000244,512.4000244,0.94242838
pilot,1,1,3,0,3.015265526,961.2999878,510.7000122,0.959070458
pilot,1,1,3,0,3.015265526,961.7000122,503.6000061,0.975744162
pilot,1,1,3,0,3.015265526,965,494.1000061,0.992426466
pilot,1,1,3,0,3.015265526,957,517.4000244,1.009050512
pilot,1,1,3,0,3.015265526,967.7999878,510.7000122,1.025750016
pilot,1,1,3,0,3.015265526,970,506.1000061,1.042415674
pilot,1,1,3,0,3.015265526,969.7999878,496.2000122,1.059043327
pilot,1,1,3,0,3.015265526,980.7000122,498.8999939,1.07575365
pilot,1,1,3,0,3.015265526,971.9000244,503.1000061,1.09241376
pilot,1,1,3,0,3.015265526,972.5,516.7000122,1.109041135
pilot,1,1,3,0,3.015265526,977.9000244,511.8999939,1.1257448
pilot,1,1,3,0,3.015265526,973.2000122,503.2999878,1.142885677
pilot,1,1,3,0,3.015265526,970.0999756,517.0999756,1.159101918
pilot,1,1,3,0,3.015265526,968.5999756,493,1.175766189
pilot,1,1,3,0,3.015265526,979.7000122,494,1.192714815
pilot,1,1,3,0,3.015265526,974.5999756,515.7000122,1.209042578
pilot,1,1,3,0,3.015265526,960.9000244,505.6000061,1.225727101
pilot,1,1,3,0,3.015265526,971.7000122,510.3999939,1.242389708
pilot,1,1,3,0,3.015265526,967,498.7000122,1.259037889
pilot,1,1,3,0,3.015265526,972.5999756,500.6000061,1.275722967
pilot,1,1,3,0,3.015265526,972.2999878,505.1000061,1.292552581
pilot,1,1,3,0,3.015265526,968.9000244,512.9000244,1.309035698
pilot,1,1,3,0,3.015265526,969.7000122,511.6000061,1.325723827
pilot,1,1,3,0,3.015265526,941.7999878,485.3999939,1.342384215
pilot,1,1,3,0,3.015265526,933.7000122,474.8999939,1.359031842
pilot,1,1,3,0,3.015265526,938.5,484.2999878,1.375718584
pilot,1,1,3,0,3.015265526,942.7999878,485.8999939,1.392387572
pilot,1,1,3,0,3.015265526,941.9000244,494,1.40902965
pilot,1,1,3,0,3.015265526,943,508,1.425716393
pilot,1,1,3,0,3.015265526,943.5999756,486.8999939,1.442380664
pilot,1,1,3,0,3.015265526,943.4000244,492.2000122,1.459026626
pilot,1,1,3,0,3.015265526,948.2000122,492.6000061,1.475719194
pilot,1,1,3,0,3.015265526,939.5,479.2000122,1.49237875
pilot,1,1,3,0,3.015265526,935.0999756,483,1.509026099
pilot,1,1,3,0,3.015265526,932.0999756,493.8999939,1.525714229
pilot,1,1,3,0,3.015265526,1054.400024,488.7999878,1.542378223
pilot,1,1,3,0,3.015265526,1163.699951,509.8999939,1.559023075
pilot,1,1,3,0,3.015265526,1158,506.2999878,1.575705379
pilot,1,1,3,0,3.015265526,1163.699951,510,1.592374644
pilot,1,1,3,0,3.015265526,1172.900024,521.7000122,1.609021716
pilot,1,1,3,0,3.015265526,1151.5,522.5,1.625707071
pilot,1,1,3,0,3.015265526,1178.699951,501.5,1.642372175
pilot,1,1,3,0,3.015265526,1180.199951,517.7999878,1.659019524
pilot,1,1,3,0,3.015265526,1178.900024,506.7000122,1.675705157
pilot,1,1,3,0,3.015265526,1164.599976,509,1.692368596
pilot,1,1,3,0,3.015265526,1166.800049,500.2999878,1.7090165
pilot,1,1,3,0,3.015265526,1162.800049,522.2999878,1.725701856
pilot,1,1,3,0,3.015265526,1166.599976,500.8999939,1.742378889
pilot,1,1,3,0,3.015265526,1169.300049,501.5,1.759014309
pilot,1,1,3,0,3.015265526,1172.800049,501.8999939,1.775700219
pilot,1,1,3,0,3.015265526,1174.599976,509.2000122,1.792365878
pilot,1,1,3,0,3.015265526,1179.300049,515.2000122,1.809011562
pilot,1,1,3,0,3.015265526,1159.5,515.5,1.825696085
pilot,1,1,3,0,3.015265526,1174.300049,501.7999878,1.842363409
pilot,1,1,3,0,3.015265526,1176.599976,498.2999878,1.859009371
pilot,1,1,3,0,3.015265526,1171.199951,507.1000061,1.875697223
pilot,1,1,3,0,3.015265526,1171,503.5,1.892361217
pilot,1,1,3,0,3.015265526,1165.400024,500.6000061,1.909011063
pilot,1,1,3,0,3.015265526,1161,519.7000122,1.925711954
pilot,1,1,3,0,3.015265526,1163,497,1.942359858
pilot,1,1,3,0,3.015265526,1164.199951,512.9000244,1.95900471
pilot,1,1,3,0,3.015265526,1175.400024,509.5,1.975715588
pilot,1,1,3,0,3.015265526,1165.900024,507.3999939,1.992419531
pilot,1,1,3,0,3.015265526,1162.199951,507.2000122,2.009004738
pilot,1,1,3,0,3.015265526,1160,515,2.025710345
pilot,1,1,3,0,3.015265526,1166.599976,508.8999939,2.042356862
pilot,1,1,3,0,3.015265526,1157.800049,508.1000061,2.059002546
pilot,1,1,3,0,3.015265526,1125.5,508.7999878,2.075708985
pilot,1,1,3,0,3.015265526,998.0999756,495.7999878,2.092350786
pilot,1,1,3,0,3.015265526,969.2999878,488.7000122,2.108999522
pilot,1,1,3,0,3.015265526,962.9000244,486,2.125684323
pilot,1,1,3,0,3.015265526,958.2000122,469,2.14235553
pilot,1,1,3,0,3.015265526,966.4000244,478.1000061,2.158995944
pilot,1,1,3,0,3.015265526,961.4000244,477.1000061,2.175703215
pilot,1,1,3,0,3.015265526,956.7999878,475.8999939,2.192367764
pilot,1,1,3,0,3.015265526,962,497,2.208996249
pilot,1,1,3,0,3.015265526,965.2999878,491.5,2.22569714
pilot,1,1,3,0,3.015265526,957.4000244,485.6000061,2.242366405
pilot,1,1,3,0,3.015265526,968.7000122,482.2999878,2.25899156
pilot,1,1,3,0,3.015265526,954.4000244,488,2.275680245
pilot,1,1,3,0,3.015265526,959.5999756,484.3999939,2.292342575
pilot,1,1,3,0,3.015265526,962,483.8999939,2.308989646
pilot,1,1,3,0,3.015265526,956.0999756,491.7999878,2.325673892
pilot,1,1,3,0,3.015265526,959.9000244,488,2.342337886
pilot,1,1,3,0,3.015265526,941.7999878,478.2000122,2.358986622
pilot,1,1,3,0,3.015265526,955,490.6000061,2.375672255
pilot,1,1,3,0,3.015265526,960,487,2.392335972
pilot,1,1,3,0,3.015265526,948.7000122,484.7999878,2.408985263
pilot,1,1,3,0,3.015265526,953.4000244,484.2999878,2.425670341
pilot,1,1,3,0,3.015265526,960.9000244,477.5,2.442336277
pilot,1,1,3,0,3.015265526,951.5,483.7999878,2.458983349
pilot,1,1,3,0,3.015265526,956.5,480.7999878,2.475667595
pilot,1,1,3,0,3.015265526,947.5,480.7999878,2.492338247
pilot,1,1,3,0,3.015265526,945.7999878,483.8999939,2.508980047
pilot,1,1,3,0,3.015265526,956.2999878,495.5,2.525662629
pilot,1,1,3,0,3.015265526,948.5,474.7999878,2.542332726
pilot,1,1,3,0,3.015265526,951.4000244,490.6000061,2.558982572
pilot,1,1,3,0,3.015265526,945.2000122,479.3999939,2.575662102
pilot,1,1,3,0,3.015265526,953.7999878,491.5,2.592330257
pilot,1,1,3,0,3.015265526,958.5999756,489,2.608974832
pilot,1,1,3,0,3.015265526,952,500.2999878,2.625659633
pilot,1,1,3,0,3.015265526,953.7000122,479.6000061,2.642327233
pilot,1,1,3,0,3.015265526,948.7000122,487.7999878,2.658977079
pilot,1,1,3,0,3.015265526,957.0999756,501.5,2.675657441
pilot,1,1,3,0,3.015265526,958.2000122,493,2.692324209
pilot,1,1,3,0,3.015265526,959.5,480.7000122,2.708972391
pilot,1,1,3,0,3.015265526,966.5999756,488.7999878,2.725656914
pilot,1,1,3,0,3.015265526,940.4000244,485.7999878,2.742324792
pilot,1,1,3,0,3.015265526,955.0999756,472.1000061,2.758969367
pilot,1,1,3,0,3.015265526,948.9000244,491.8999939,2.775654445
pilot,1,1,3,0,3.015265526,945.2000122,485.7999878,2.792318994
pilot,1,1,3,0,3.015265526,945.2999878,481.7999878,2.808968008
pilot,1,1,3,0,3.015265526,956.4000244,496.7000122,2.825651421
pilot,1,1,3,0,3.015265526,1122.300049,505.2999878,2.842316247
pilot,1,1,3,0,3.015265526,1166.199951,499.2000122,2.858965538
pilot,1,1,3,0,3.015265526,1172.5,507.6000061,2.875649507
pilot,1,1,3,0,3.015265526,1160.300049,494.2000122,2.892314611
pilot,1,1,3,0,3.015265526,1168,512.2000122,2.908963069
pilot,1,1,3,0,3.015265526,1162.099976,513.0999756,2.92564676
pilot,1,1,3,0,3.015265526,1167.300049,489.2000122,2.942314916
pilot,1,1,3,0,3.015265526,1173,503.1000061,2.95896171
pilot,1,1,3,0,3.015265526,1167.699951,494.7999878,2.975646511
pilot,1,1,3,0,3.015265526,1160.5,497.2999878,2.99229386
pilot,1,2,3,3.514364747,3.016047292,1174.599976,512.4000244,0
pilot,1,2,3,3.514364747,3.016047292,1168.800049,539.2000122,0.015913021
pilot,1,2,3,3.514364747,3.016047292,1178.199951,505.8999939,0.032568138
pilot,1,2,3,3.514364747,3.016047292,1178.099976,519.5,0.049215765
pilot,1,2,3,3.514364747,3.016047292,1179,522.4000244,0.065903894
pilot,1,2,3,3.514364747,3.016047292,1181.099976,516.2000122,0.082566224
pilot,1,2,3,3.514364747,3.016047292,1170.699951,523,0.099235489
pilot,1,2,3,3.514364747,3.016047292,979.9000244,507.8999939,0.115895877
pilot,1,2,3,3.514364747,3.016047292,964.5,469,0.13256431
pilot,1,2,3,3.514364747,3.016047292,958.2999878,493.6000061,0.149252439
pilot,1,2,3,3.514364747,3.016047292,937.5,485.2999878,0.165893685
pilot,1,2,3,3.514364747,3.016047292,956.5999756,490.7999878,0.182561841
pilot,1,2,3,3.514364747,3.016047292,959.4000244,473.7999878,0.199206693
pilot,1,2,3,3.514364747,3.016047292,940.9000244,492.2999878,0.215889829
pilot,1,2,3,3.514364747,3.016047292,945.5999756,475.8999939,0.232559094
pilot,1,2,3,3.514364747,3.016047292,946.4000244,473.7000122,0.249230579
pilot,1,2,3,3.514364747,3.016047292,949.5999756,474.2000122,0.265890967
pilot,1,2,3,3.514364747,3.016047292,955.2999878,479.2999878,0.282554129
pilot,1,2,3,3.514364747,3.016047292,965.7000122,485.7000122,0.299201755
pilot,1,2,3,3.514364747,3.016047292,953.5999756,495.1000061,0.315887665
pilot,1,2,3,3.514364747,3.016047292,956,473.8999939,0.332556931
pilot,1,2,3,3.514364747,3.016047292,963,484.2999878,0.349216763
pilot,1,2,3,3.514364747,3.016047292,950.2000122,477.2999878,0.365884087
pilot,1,2,3,3.514364747,3.016047292,948.2999878,493.7999878,0.382554739
pilot,1,2,3,3.514364747,3.016047292,948.0999756,479,0.399200701
pilot,1,2,3,3.514364747,3.016047292,953.2999878,483.3999939,0.415884392
pilot,1,2,3,3.514364747,3.016047292,954.5,474.2999878,0.432549218
pilot,1,2,3,3.514364747,3.016047292,962.0999756,473.6000061,0.449216264
pilot,1,2,3,3.514364747,3.016047292,948.4000244,481.8999939,0.465860284
pilot,1,2,3,3.514364747,3.016047292,952.9000244,483.7999878,0.482522891
pilot,1,2,3,3.514364747,3.016047292,961.5999756,474.2999878,0.499199092
pilot,1,2,3,3.514364747,3.016047292,949.5999756,490,0.515894712
pilot,1,2,3,3.514364747,3.016047292,947.7000122,491.7999878,0.532522642
pilot,1,2,3,3.514364747,3.016047292,956.2000122,481.7000122,0.549197455
pilot,1,2,3,3.514364747,3.016047292,951.2000122,461.5,0.56587532
pilot,1,2,3,3.514364747,3.016047292,958.7999878,469.5,0.582525166
pilot,1,2,3,3.514364747,3.016047292,954.7000122,486.1000061,0.599235212
pilot,1,2,3,3.514364747,3.016047292,945.2999878,496.8999939,0.615848716
pilot,1,2,3,3.514364747,3.016047292,906.4000244,478.3999939,0.632518813
pilot,1,2,3,3.514364747,3.016047292,899.5,490.8999939,0.649184194
pilot,1,2,3,3.514364747,3.016047292,901.7000122,489.8999939,0.665850685
pilot,1,2,3,3.514364747,3.016047292,913.0999756,489.1000061,0.68251357
pilot,1,2,3,3.514364747,3.016047292,909.7999878,503.8999939,0.699186164
pilot,1,2,3,3.514364747,3.016047292,906.0999756,504.3999939,0.715847107
pilot,1,2,3,3.514364747,3.016047292,915.0999756,483.2000122,0.732513875
pilot,1,2,3,3.514364747,3.016047292,895.9000244,490.2000122,0.749180643
pilot,1,2,3,3.514364747,3.016047292,910.7000122,479.7999878,0.765843251
pilot,1,2,3,3.514364747,3.016047292,905.7000122,486.2000122,0.782511129
pilot,1,2,3,3.514364747,3.016047292,912.2000122,501.6000061,0.799178452
pilot,1,2,3,3.514364747,3.016047292,908.4000244,500,0.815839949
pilot,1,2,3,3.514364747,3.016047292,903.4000244,498.8999939,0.832510047
pilot,1,2,3,3.514364747,3.016047292,908.5999756,491.2999878,0.849190131
pilot,1,2,3,3.514364747,3.016047292,828.2999878,445.5,0.865840254
pilot,1,2,3,3.514364747,3.016047292,834.7999878,445.3999939,0.882504526
pilot,1,2,3,3.514364747,3.016047292,892.7999878,451,0.899170185
pilot,1,2,3,3.514364747,3.016047292,915.9000244,513.0999756,0.915837508
pilot,1,2,3,3.514364747,3.016047292,862.7999878,684.7000122,0.932505941
pilot,1,2,3,3.514364747,3.016047292,1446.400024,905.5999756,1.032501558
pilot,1,2,3,3.514364747,3.016047292,1070.900024,746.0999756,1.049163887
pilot,1,2,3,3.514364747,3.016047292,994.9000244,587,1.065829269
pilot,1,2,3,3.514364747,3.016047292,984.7000122,554,1.082498256
pilot,1,2,3,3.514364747,3.016047292,989.5,559.2999878,1.099186941
pilot,1,2,3,3.514364747,3.016047292,999,567.2000122,1.115830406
pilot,1,2,3,3.514364747,3.016047292,1000.599976,572,1.132497729
pilot,1,2,3,3.514364747,3.016047292,1002.099976,554.7000122,1.149160059
pilot,1,2,3,3.514364747,3.016047292,1014,559.7000122,1.165824608
pilot,1,2,3,3.514364747,3.016047292,993.9000244,570.2000122,1.182492209
pilot,1,2,3,3.514364747,3.016047292,994.9000244,559.4000244,1.199160919
pilot,1,2,3,3.514364747,3.016047292,986.2000122,574.7999878,1.215821584
pilot,1,2,3,3.514364747,3.016047292,997.2999878,567.2000122,1.232491959
pilot,1,2,3,3.514364747,3.016047292,995.5,559.9000244,1.249156508
pilot,1,2,3,3.514364747,3.016047292,990.5999756,564.2000122,1.265821057
pilot,1,2,3,3.514364747,3.016047292,990.7999878,570.2999878,1.282767186
pilot,1,2,3,3.514364747,3.016047292,1002.5,556.5999756,1.29926029
pilot,1,2,3,3.514364747,3.016047292,983.4000244,574.2999878,1.315819698
pilot,1,2,3,3.514364747,3.016047292,976.9000244,563.2999878,1.332466492
pilot,1,2,3,3.514364747,3.016047292,982.7999878,564.4000244,1.349152125
pilot,1,2,3,3.514364747,3.016047292,982.4000244,550.2000122,1.365839422
pilot,1,2,3,3.514364747,3.016047292,909.0999756,521.7999878,1.382465133
pilot,1,2,3,3.514364747,3.016047292,921,519.0999756,1.399166301
pilot,1,2,3,3.514364747,3.016047292,911.0999756,512.5999756,1.415831405
pilot,1,2,3,3.514364747,3.016047292,920.5,510.6000061,1.432462664
pilot,1,2,3,3.514364747,3.016047292,916.0999756,511.8999939,1.449166606
pilot,1,2,3,3.514364747,3.016047292,914.0999756,515.0999756,1.465834484
pilot,1,2,3,3.514364747,3.016047292,900.2999878,507.2999878,1.482477117
pilot,1,2,3,3.514364747,3.016047292,910.2000122,504.6000061,1.499169685
pilot,1,2,3,3.514364747,3.016047292,897.2000122,527.2000122,1.515825357
pilot,1,2,3,3.514364747,3.016047292,908.7999878,493.8999939,1.532462442
pilot,1,2,3,3.514364747,3.016047292,908.9000244,505.2999878,1.549161113
pilot,1,2,3,3.514364747,3.016047292,905.5,505.8999939,1.565823443
pilot,1,2,3,3.514364747,3.016047292,900.4000244,512.7000122,1.582453315
pilot,1,2,3,3.514364747,3.016047292,903.7000122,520.9000244,1.599161418
pilot,1,2,3,3.514364747,3.016047292,915,526,1.616173851
pilot,1,2,3,3.514364747,3.016047292,913.7000122,501.8999939,1.63247942
pilot,1,2,3,3.514364747,3.016047292,910.0999756,513.7999878,1.649159227
pilot,1,2,3,3.514364747,3.016047292,900.5,511.7000122,1.66582655
pilot,1,2,3,3.514364747,3.016047292,1077.5,495.1000061,1.682467518
pilot,1,2,3,3.514364747,3.016047292,1166.800049,505.8999939,1.699159254
pilot,1,2,3,3.514364747,3.016047292,1157.900024,507.8999939,1.715820752
pilot,1,2,3,3.514364747,3.016047292,1168.800049,501.8999939,1.732469211
pilot,1,2,3,3.514364747,3.016047292,1159.800049,489.2999878,1.749154289
pilot,1,2,3,3.514364747,3.016047292,1172.400024,508.2000122,1.765814954
pilot,1,2,3,3.514364747,3.016047292,1165.5,504.3999939,1.782444548
pilot,1,2,3,3.514364747,3.016047292,1168.800049,501.3999939,1.799151542
pilot,1,2,3,3.514364747,3.016047292,1167.900024,516.2999878,1.815817201
pilot,1,2,3,3.514364747,3.016047292,1179.300049,507,1.832442357
pilot,1,2,3,3.514364747,3.016047292,1165.400024,491.5,1.849145744
pilot,1,2,3,3.514364747,3.016047292,1179.199951,518,1.865814177
pilot,1,2,3,3.514364747,3.016047292,1182.5,507.2000122,1.88243961
pilot,1,2,3,3.514364747,3.016047292,1166.800049,508.2999878,1.899150488
pilot,1,2,3,3.514364747,3.016047292,1175,512.2000122,1.915813927
pilot,1,2,3,3.514364747,3.016047292,1180.099976,502.2999878,1.932454341
pilot,1,2,3,3.514364747,3.016047292,1172.800049,520.5999756,1.949142748
pilot,1,2,3,3.514364747,3.016047292,1187.5,510.2000122,1.965809239
pilot,1,2,3,3.514364747,3.016047292,1184.599976,522.5999756,1.982453259
pilot,1,2,3,3.514364747,3.016047292,1189.599976,517.5,1.999141666
pilot,1,2,3,3.514364747,3.016047292,1184.099976,529,2.015803996
pilot,1,2,3,3.514364747,3.016047292,1178.099976,521.2000122,2.032437197
pilot,1,2,3,3.514364747,3.016047292,1181.300049,515.7000122,2.049148629
pilot,1,2,3,3.514364747,3.016047292,1192.5,503.7999878,2.065802082
pilot,1,2,3,3.514364747,3.016047292,1183.099976,514.7000122,2.082432786
pilot,1,2,3,3.514364747,3.016047292,1185.300049,511,2.099137838
pilot,1,2,3,3.514364747,3.016047292,1174.400024,508.2000122,2.115800722
pilot,1,2,3,3.514364747,3.016047292,1067.199951,519.0999756,2.13245251
pilot,1,2,3,3.514364747,3.016047292,903.5999756,491.2999878,2.149134536
pilot,1,2,3,3.514364747,3.016047292,909.7999878,491.7000122,2.165803247
pilot,1,2,3,3.514364747,3.016047292,890.2999878,518.5,2.182444215
pilot,1,2,3,3.514364747,3.016047292,892.2999878,506.5,2.199135119
pilot,1,2,3,3.514364747,3.016047292,894.2999878,521.4000244,2.215795507
pilot,1,2,3,3.514364747,3.016047292,894.4000244,507,2.232443966
pilot,1,2,3,3.514364747,3.016047292,888.9000244,494.6000061,2.24913376
pilot,1,2,3,3.514364747,3.016047292,899.5,498.2000122,2.265796367
pilot,1,2,3,3.514364747,3.016047292,896.7000122,499.2000122,2.282422077
pilot,1,2,3,3.514364747,3.016047292,899.5,495.6000061,2.299134897
pilot,1,2,3,3.514364747,3.016047292,902.7999878,514,2.315793898
pilot,1,2,3,3.514364747,3.016047292,900.7999878,509,2.332422382
pilot,1,2,3,3.514364747,3.016047292,881.2999878,498.3999939,2.349126325
pilot,1,2,3,3.514364747,3.016047292,894.5999756,502.1000061,2.365789209
pilot,1,2,3,3.514364747,3.016047292,884.7000122,505.7999878,2.382436836
pilot,1,2,3,3.514364747,3.016047292,886.9000244,501,2.399127462
pilot,1,2,3,3.514364747,3.016047292,889.7000122,516.7999878,2.415786186
pilot,1,2,3,3.514364747,3.016047292,876,498.2999878,2.432435477
pilot,1,2,3,3.514364747,3.016047292,889.5999756,507.2999878,2.449123329
pilot,1,2,3,3.514364747,3.016047292,892.5999756,488.7999878,2.465788433
pilot,1,2,3,3.514364747,3.016047292,891,508.2999878,2.482412756
pilot,1,2,3,3.514364747,3.016047292,896.5,504.2000122,2.499117808
pilot,1,2,3,3.514364747,3.016047292,884.5999756,509.5,2.515784022
pilot,1,2,3,3.514364747,3.016047292,887.7000122,506.1000061,2.532547054
pilot,1,2,3,3.514364747,3.016047292,956.5999756,501.6000061,2.549115894
pilot,1,2,3,3.514364747,3.016047292,1141.800049,487,2.56578072
pilot,1,2,3,3.514364747,3.016047292,1146.699951,493.5,2.58240865
pilot,1,2,3,3.514364747,3.016047292,1162.599976,494.7000122,2.599074864
pilot,1,2,3,3.514364747,3.016047292,1149.199951,479.6000061,2.615758277
pilot,1,2,3,3.514364747,3.016047292,1149.5,480,2.632411175
pilot,1,2,3,3.514364747,3.016047292,1157.199951,490.2000122,2.649096253
pilot,1,2,3,3.514364747,3.016047292,1154.5,497.5,2.665757195
pilot,1,2,3,3.514364747,3.016047292,1157.099976,498.7999878,2.682764911
pilot,1,2,3,3.514364747,3.016047292,1159.599976,503.7999878,2.699309061
pilot,1,2,3,3.514364747,3.016047292,1141.5,488.5,2.715758333
pilot,1,2,3,3.514364747,3.016047292,1147.800049,485,2.732403462
pilot,1,2,3,3.514364747,3.016047292,1147.400024,497.7000122,2.749084934
pilot,1,2,3,3.514364747,3.016047292,1145.300049,477.7000122,2.765753644
pilot,1,2,3,3.514364747,3.016047292,1152.699951,484.5,2.782400716
pilot,1,2,3,3.514364747,3.016047292,1112.800049,495.8999939,2.799107987
pilot,1,2,3,3.514364747,3.016047292,938,485.7000122,2.815749233
pilot,1,2,3,3.514364747,3.016047292,915.0999756,478.3999939,2.83239797
pilot,1,2,3,3.514364747,3.016047292,898.5,489.6000061,2.849081383
pilot,1,2,3,3.514364747,3.016047292,898,492.7999878,2.865746764
pilot,1,2,3,3.514364747,3.016047292,888.0999756,486.7000122,2.882394946
pilot,1,2,3,3.514364747,3.016047292,902.5,502.7999878,2.899079746
pilot,1,2,3,3.514364747,3.016047292,900.5,514.0999756,2.915767044
pilot,1,2,3,3.514364747,3.016047292,903,484.2000122,2.932394973
pilot,1,2,3,3.514364747,3.016047292,898.2000122,491.7999878,2.949096974
pilot,1,2,3,3.514364747,3.016047292,908.9000244,477.6000061,2.965767071
pilot,1,2,3,3.514364747,3.016047292,901.9000244,486,2.982392227
pilot,1,2,3,3.514364747,3.016047292,906.2000122,502.7000122,2.999099221
pilot,1,3,3,7.030452265,3.016440117,912,518.5999756,0
pilot,1,3,3,7.030452265,3.016440117,920,503.7999878,0.016315834
pilot,1,3,3,7.030452265,3.016440117,917.4000244,505.8999939,0.033005073
pilot,1,3,3,7.030452265,3.016440117,923.0999756,499.7999878,0.049633003
pilot,1,3,3,7.030452265,3.016440117,925.0999756,509.2999878,0.06627841
pilot,1,3,3,7.030452265,3.016440117,934.0999756,509.3999939,0.082959604
pilot,1,3,3,7.030452265,3.016440117,923.7999878,511.7000122,0.099631643
pilot,1,3,3,7.030452265,3.016440117,918.0999756,492.6000061,0.116479289
pilot,1,3,3,7.030452265,3.016440117,914.7000122,504.3999939,0.133051735
pilot,1,3,3,7.030452265,3.016440117,922.2000122,506.8999939,0.149647761
pilot,1,3,3,7.030452265,3.016440117,925.0999756,512.9000244,0.166290394
pilot,1,3,3,7.030452265,3.016440117,904.7000122,513.0999756,0.182952447
pilot,1,3,3,7.030452265,3.016440117,912.9000244,505.3999939,0.199613944
pilot,1,3,3,7.030452265,3.016440117,929.9000244,520.5,0.216268506
pilot,1,3,3,7.030452265,3.016440117,916.2999878,504.5,0.232945539
pilot,1,3,3,7.030452265,3.016440117,912.2000122,502.5,0.249616191
pilot,1,3,3,7.030452265,3.016440117,921.2000122,493,0.26627325
pilot,1,3,3,7.030452265,3.016440117,922,508.2000122,0.282942515
pilot,1,3,3,7.030452265,3.016440117,919.7000122,519.2000122,0.299610393
pilot,1,3,3,7.030452265,3.016440117,914.5999756,505.5,0.316270781
